email,name,city,phone,rating,reviews,demo_url
sshel@mbkiser.com,M. B. Kiser Heating & Air Conditioning Co. Inc.,Dallas,+1 214-823-9958,4.8,36.0,https://demos.kinesiscreatives.com/dallas-m-b-kiser-heating-air-conditioning-co-inc.html
sales@mossmechanical.com,Moss Heating & Cooling,Dallas,+1 972-733-6802,4.9,947.0,https://demos.kinesiscreatives.com/dallas-moss-heating-cooling.html
msmith@earthsalesgroup.com,A-Anderson A/C Electric & Heating Company,Dallas,+1 469-556-3958,3.7,3.0,https://demos.kinesiscreatives.com/dallas-a-anderson-ac-electric-heating-company.html
roweperez@yahoo.com,New Generation Mechanical,Dallas,+1 972-830-9900,4.3,41.0,https://demos.kinesiscreatives.com/dallas-new-generation-mechanical.html
d_mansour@sbcglobal.net,Kahn Mechanical Contractors,Dallas,+1 214-831-5551,4.2,13.0,https://demos.kinesiscreatives.com/dallas-kahn-mechanical-contractors.html
jim@tehvac.com,Town East Heating & Air Conditioning,Dallas,+1 972-289-1654,3.7,43.0,https://demos.kinesiscreatives.com/dallas-town-east-heating-air-conditioning.html
rschnitzer@integrityairconditioning.com,Integrity Air Conditioning,Mesquite,+1 972-734-1428,4.9,745.0,https://demos.kinesiscreatives.com/mesquite-integrity-air-conditioning.html
happelmechanical@yahoo.com,Happel Mechanical,Dallas,+1 214-538-9225,4.9,151.0,https://demos.kinesiscreatives.com/dallas-happel-mechanical.html
support@cactuscoolingheating.com,Cactus Cooling & Heating,Dallas,+1 214-817-0448,4.9,67.0,https://demos.kinesiscreatives.com/dallas-cactus-cooling-heating.html
info@tigerairtx.com,Tiger Air and Heating,Dallas,+1 214-214-6922,5.0,465.0,https://demos.kinesiscreatives.com/dallas-tiger-air-and-heating.html
info@blueladderhvac.com,Blue Ladder Heating & Cooling,Dallas,+1 214-817-1707,5.0,15.0,https://demos.kinesiscreatives.com/dallas-blue-ladder-heating-cooling.html
cosmas@hooperplumbing.com,Hooper Plumbing & Air Conditioning,Dallas,+1 214-761-6820,4.8,442.0,https://demos.kinesiscreatives.com/dallas-hooper-plumbing-air-conditioning.html
jim@kennedy-financial.com,Mathis Air & Heat LLC,Mesquite,+1 972-279-4266,4.8,43.0,https://demos.kinesiscreatives.com/mesquite-mathis-air-heat-llc.html
bjackson@miinclp.net,"MIINC, L.P.",Dallas,+1 214-575-9600,4.6,41.0,https://demos.kinesiscreatives.com/dallas-miinc-lp.html
Cfitzg6505@aol.Com,Strong Frame Air Conditioning,Dallas,+1 972-634-0621,5.0,4.0,https://demos.kinesiscreatives.com/dallas-strong-frame-air-conditioning.html
discountairconditioningandheat@yahoo.com,Discount Air Conditioning & Heating,Dallas,+1 214-371-2226,5.0,10.0,https://demos.kinesiscreatives.com/dallas-discount-air-conditioning-heating.html
edgar@astardfw.com,"Wilson Heating, Air & Plumbing, now part of A-Star Air Conditioning, Plumbing & Electric",Dallas,+1 214-655-2665,3.3,44.0,https://demos.kinesiscreatives.com/dallas-wilson-heating-air-plumbing-now-part-of-a-star-air-conditioning-plumbing-electric.html
heatwaveac@outlook.com,Heat Wave HVAC,Dallas,+1 469-355-4958,5.0,17.0,https://demos.kinesiscreatives.com/dallas-heat-wave-hvac.html
mdaitch@theontimeexperts.com,On Time Experts,Dallas,+1 469-581-0427,3.1,18.0,https://demos.kinesiscreatives.com/dallas-on-time-experts.html
margaret@publicserviceplumbers.com,Public Service Plumbers,Dallas,+1 214-831-1959,4.9,1800.0,https://demos.kinesiscreatives.com/dallas-public-service-plumbers.html
whiterockac@gmail.com,White Rock Air Conditioning & Heating LLC,Mesquite,+1 972-270-7058,4.8,21.0,https://demos.kinesiscreatives.com/mesquite-white-rock-air-conditioning-heating-llc.html
info@hvacexpertnearme.net,HVAC Expert,Dallas,+1 469-715-4378,5.0,3.0,https://demos.kinesiscreatives.com/dallas-hvac-expert.html
info@hvacserviceandrepair.net,HVAC Services and Repair,Dallas,+1 469-564-5918,5.0,11.0,https://demos.kinesiscreatives.com/dallas-hvac-services-and-repair.html
info@allaroundhvac.net,All Around HVAC,Dallas,+1 469-654-3351,5.0,4.0,https://demos.kinesiscreatives.com/dallas-all-around-hvac.html
info@mycoolingcompany.com,My Cooling Company,Dallas,+1 469-623-8686,,,https://demos.kinesiscreatives.com/dallas-my-cooling-company.html
garymerlino@gmccinc.com,Frymire Home Services,Dallas,+1 469-759-1046,4.8,4599.0,https://demos.kinesiscreatives.com/dallas-frymire-home-services.html
info@24hourhvacnearme.com,24hour HVAC,Dallas,+1 469-658-7251,5.0,6.0,https://demos.kinesiscreatives.com/dallas-24hour-hvac.html
info@billygo.com,billyGO Air Conditioning & Plumbing,Dallas,+1 214-267-9944,4.7,1322.0,https://demos.kinesiscreatives.com/dallas-billygo-air-conditioning-plumbing.html
info@thecolonyhvac.com,The Colony HVAC,Dallas,+1 469-599-4967,5.0,2.0,https://demos.kinesiscreatives.com/dallas-the-colony-hvac.html
roger@airstarservices.com,Airstar Services,Mesquite,+1 214-343-0911,3.8,97.0,https://demos.kinesiscreatives.com/mesquite-airstar-services.html
jeremy@blueboxair.com,"Blue Box Air, Inc",Dallas,+1 424-241-3060,4.0,4.0,https://demos.kinesiscreatives.com/dallas-blue-box-air-inc.html
kristin@tempo.io,Tempo Air,Irving,+1 972-579-2000,4.7,1839.0,https://demos.kinesiscreatives.com/irving-tempo-air.html
jean.cordova@ferginc.com,Ferguson HVAC Supply,Dallas,+1 214-221-0012,4.8,20.0,https://demos.kinesiscreatives.com/dallas-ferguson-hvac-supply.html
dallashvacparts@gmail.com,Dallas HVAC Parts,Garland,+1 214-341-0063,4.9,561.0,https://demos.kinesiscreatives.com/garland-dallas-hvac-parts.html
service@1stchoiceairductcleaningdallas.com,1st Choice Air Duct Cleaning Dallas,Dallas,+1 469-908-8781,4.9,44.0,https://demos.kinesiscreatives.com/dallas-1st-choice-air-duct-cleaning-dallas.html
service@cleanairdallaspro.com,Clean Air Dallas Pro,Dallas,+1 214-935-5058,4.9,54.0,https://demos.kinesiscreatives.com/dallas-clean-air-dallas-pro.html
service@coolairtx.com,Cool Mechanical,Dallas,+1 972-366-5316,4.4,216.0,https://demos.kinesiscreatives.com/dallas-cool-mechanical.html
rinojosa@whitecapmechanical.com,Whitecap Mechanical,Dallas,+1 972-373-4740,5.0,4.0,https://demos.kinesiscreatives.com/dallas-whitecap-mechanical.html
info@citi-air.com,"Citi-Air Service, Inc.",Dallas,+1 214-570-8068,3.7,3.0,https://demos.kinesiscreatives.com/dallas-citi-air-service-inc.html
info@thefixerrepairs.com,Quick Thermador repair service,Dallas,+1 469-325-1166,4.6,22.0,https://demos.kinesiscreatives.com/dallas-quick-thermador-repair-service.html
KSTOESER@AEROTEK.COM,Trane Portable Rentals,Dallas,+1 972-406-6026,3.0,2.0,https://demos.kinesiscreatives.com/dallas-trane-portable-rentals.html
info@powerducts.com,Jayce & Sons Air Duct Cleaning,Dallas,+1 469-871-7770,4.8,51.0,https://demos.kinesiscreatives.com/dallas-jayce-sons-air-duct-cleaning.html
eddy@xtremeairservices.com,"Xtreme Air Services - HVAC, Plumbing, & Electrical",Sunnyvale,+1 972-288-2263,4.8,2543.0,https://demos.kinesiscreatives.com/sunnyvale-xtreme-air-services-hvac-plumbing-electrical.html
jose@5starhvaccontractors.com,5 Star HVAC Contractors,Rowlett,+1 972-848-9414,4.9,1140.0,https://demos.kinesiscreatives.com/rowlett-5-star-hvac-contractors.html
precisionplumbinghtx@gmail.com,Precision Plumbing Solutions,Dallas,+1 972-521-1635,5.0,14.0,https://demos.kinesiscreatives.com/dallas-precision-plumbing-solutions.html
info@zplumberz.com,Z Plumberz of North Dallas,Dallas,+1 972-573-8778,4.8,79.0,https://demos.kinesiscreatives.com/dallas-z-plumberz-of-north-dallas.html
rapidresponse.sherman@gmail.com,Rapid Response AC Services,Dallas,+1 469-213-3979,4.9,51.0,https://demos.kinesiscreatives.com/dallas-rapid-response-ac-services.html
info@americanhvacstaff.com,American HVAC Staff LLC,Houston,+1 713-517-2832,5.0,14.0,https://demos.kinesiscreatives.com/houston-american-hvac-staff-llc.html
chris@springbranchair.com,Spring Branch AC,Houston,+1 713-937-6739,4.9,366.0,https://demos.kinesiscreatives.com/houston-spring-branch-ac.html
houstontxhvac@gmail.com,"Emanuel Air Systems, Inc.",Houston,+1 832-981-6375,5.0,5.0,https://demos.kinesiscreatives.com/houston-emanuel-air-systems-inc.html
doyle.james@dwyergroup.com,Aire Serv of Central & West Houston,Houston,+1 832-432-7888,4.9,196.0,https://demos.kinesiscreatives.com/houston-aire-serv-of-central-west-houston.html
sales@24sevenac.net,24 Seven AC,Houston,+1 713-832-5545,4.9,330.0,https://demos.kinesiscreatives.com/houston-24-seven-ac.html
stan@aircurrenthouston.com,"Air Current AC & Heat, LLC",Houston,+1 713-459-2971,5.0,168.0,https://demos.kinesiscreatives.com/houston-air-current-ac-heat-llc.html
rotex.ac@gmail.com,Rotex Ac and Heating,Houston,+1 281-741-7382,4.9,231.0,https://demos.kinesiscreatives.com/houston-rotex-ac-and-heating.html
info@maxcomfortac.com,Max Comfort AC,Houston,+1 832-816-7433,4.0,42.0,https://demos.kinesiscreatives.com/houston-max-comfort-ac.html
service@temperaturecompany.com,The Temperature Company,Houston,+1 832-779-6614,4.8,55.0,https://demos.kinesiscreatives.com/houston-the-temperature-company.html
d.downey@acmanhouston.com,AC Man Houston,Katy,+1 713-460-2653,4.8,45.0,https://demos.kinesiscreatives.com/katy-ac-man-houston.html
enriquem@arsawardsandgifts.com,ARS / Rescue Rooter,Houston,+1 713-428-2700,4.6,11615.0,https://demos.kinesiscreatives.com/houston-ars-rescue-rooter.html
info@domain.com,Houston Air Conditioning AC & Heating Repair Co.,Houston,+1 346-460-6556,4.8,19.0,https://demos.kinesiscreatives.com/houston-houston-air-conditioning-ac-heating-repair-co.html
wmarshall@texascentralair.com,Texas Central Air,Houston,+1 281-727-0327,4.7,16.0,https://demos.kinesiscreatives.com/houston-texas-central-air.html
john@punbarair.com,Punbar Air,Houston,+1 832-736-4432,4.9,385.0,https://demos.kinesiscreatives.com/houston-punbar-air.html
tglacialairsystems@hotmail.com,Glacial Air Systems,Houston,+1 832-231-2859,5.0,7.0,https://demos.kinesiscreatives.com/houston-glacial-air-systems.html
aivy@huntongroup.com,Hunton Group,Houston,+1 713-266-3900,4.5,43.0,https://demos.kinesiscreatives.com/houston-hunton-group.html
bcs4981@yahoo.com,Courtesy Air Conditioning & Heating,Houston,+1 281-496-9450,5.0,208.0,https://demos.kinesiscreatives.com/houston-courtesy-air-conditioning-heating.html
john.gary@searshomepro.com,Sears Heating and Air Conditioning,Houston,+1 469-656-4185,3.1,7.0,https://demos.kinesiscreatives.com/houston-sears-heating-and-air-conditioning.html
adickerson@houstonnorth.com,Houston North Airconditioning,Houston,+1 713-692-7702,3.7,14.0,https://demos.kinesiscreatives.com/houston-houston-north-airconditioning.html
rodrick.joyner@johnmooreservices.com,"Village Plumbing, Air & Electric",Houston,+1 281-607-5357,4.8,9693.0,https://demos.kinesiscreatives.com/houston-village-plumbing-air-electric.html
info@csmechanical.co,CS Mechanical Co,Houston,+1 346-449-5083,4.1,28.0,https://demos.kinesiscreatives.com/houston-cs-mechanical-co.html
airflowair247@gmail.com,Airflow AC & Heating,Houston,+1 713-930-3065,4.6,58.0,https://demos.kinesiscreatives.com/houston-airflow-ac-heating.html
casianojoe@yahoo.com,Coastal HVAC Supply - Houston Northcourt,Houston,+1 713-996-9227,4.9,112.0,https://demos.kinesiscreatives.com/houston-coastal-hvac-supply-houston-northcourt.html
kimmilburn@hotmail.com,"DEEM, LLC",Houston,+1 713-290-0675,3.4,8.0,https://demos.kinesiscreatives.com/houston-deem-llc.html
service@aircoductcleaninghouston.com,airco duct cleaninghouston,Houston,+1 281-766-8633,5.0,1.0,https://demos.kinesiscreatives.com/houston-airco-duct-cleaninghouston.html
alankrinickas4@gmail.com,"Scanlan & Sons Plumbing, Heating and Air Conditioning Co.",Houston,+1 713-464-4189,2.6,7.0,https://demos.kinesiscreatives.com/houston-scanlan-sons-plumbing-heating-and-air-conditioning-co.html
vasqtony@sbcglobal.net,J & V Air Conditioning LLC,Houston,+1 713-628-2039,3.7,3.0,https://demos.kinesiscreatives.com/houston-j-v-air-conditioning-llc.html
bazilac20@gmail.com,Bazil Air Conditioning and Heating,Houston,+1 832-217-6579,5.0,72.0,https://demos.kinesiscreatives.com/houston-bazil-air-conditioning-and-heating.html
ecc@expertclimates.com,Expert Climate Control,Houston,+1 346-999-0023,4.8,84.0,https://demos.kinesiscreatives.com/houston-expert-climate-control.html
t_sepu@hotmail.com,CE (Carrier Enterprise),Houston,+1 713-868-3100,4.3,70.0,https://demos.kinesiscreatives.com/houston-ce-carrier-enterprise.html
kenny@du-west.com,Du-West Air Conditioning,Pasadena,+1 713-475-0004,5.0,165.0,https://demos.kinesiscreatives.com/pasadena-du-west-air-conditioning.html
staffordservices@yahoo.com,Stafford Air of Bellaire,Houston,+1 713-667-3281,5.0,162.0,https://demos.kinesiscreatives.com/houston-stafford-air-of-bellaire.html
info@astrotexair.com,Astro-Tex Air Conditioning & Heating,Houston,+1 713-451-9999,4.9,30.0,https://demos.kinesiscreatives.com/houston-astro-tex-air-conditioning-heating.html
info@airofhouston.com,Air Of Houston,Spring,+1 281-890-0990,4.8,320.0,https://demos.kinesiscreatives.com/spring-air-of-houston.html
service@cleanairhoustonpro.net,Clean Air Houston Pro,Houston,+1 832-737-8500,4.7,124.0,https://demos.kinesiscreatives.com/houston-clean-air-houston-pro.html
pduke@calcsusa.com,Comfort Systems USA Inc.,Houston,+1 713-830-9600,4.7,3.0,https://demos.kinesiscreatives.com/houston-comfort-systems-usa-inc.html
hr@pbkarchitectsinc.com,McMillan James Equipment Company,Houston,+1 832-377-3275,5.0,2.0,https://demos.kinesiscreatives.com/houston-mcmillan-james-equipment-company.html
info@j-smech.com,"J & S Mechanical Contractors, Inc.",Houston,+1 713-956-5555,4.7,13.0,https://demos.kinesiscreatives.com/houston-j-s-mechanical-contractors-inc.html
dylan.simoff@absolutecomfortair.com,Absolute Comfort,Houston,+1 713-668-0727,4.3,6.0,https://demos.kinesiscreatives.com/houston-absolute-comfort.html
service@commercialplumbinghoustontx.com,commercialplumbinghoustontx,Houston,+1 281-393-7418,5.0,4.0,https://demos.kinesiscreatives.com/houston-commercialplumbinghoustontx.html
kenny@du-west.com,Du-West Foundation Repair,Pasadena,+1 713-473-7156,4.8,111.0,https://demos.kinesiscreatives.com/pasadena-du-west-foundation-repair.html
rlcrodolfo@yahoo.com,RLC Services,Houston,+1 281-858-5465,4.2,216.0,https://demos.kinesiscreatives.com/houston-rlc-services.html
waqas@integratesun.com,IntegrateSun,Houston,+1 855-999-1850,4.3,290.0,https://demos.kinesiscreatives.com/houston-integratesun.html
amsofhoutxinfo@amsofusa.com,AMS of Houston,Stafford,+1 281-403-1701,3.7,3.0,https://demos.kinesiscreatives.com/stafford-ams-of-houston.html
efaxpurchasing@hctx.net,Harris County Purchasing Services and Warehouse,Houston,+1 713-274-1440,3.5,4.0,https://demos.kinesiscreatives.com/houston-harris-county-purchasing-services-and-warehouse.html
saber32@excite.com,The Home Depot,Spring Valley Village,+1 713-984-2741,4.2,1927.0,https://demos.kinesiscreatives.com/spring-valley-village-the-home-depot.html
amerhvacservices@gmail.com,Amer HVAC Services,Houston,+1 832-660-5699,4.7,,https://demos.kinesiscreatives.com/houston-amer-hvac-services.html
qualityairductcleaninghouston@gmail.com,QUALITY AIR DUCT CLEANING HOUSTON,Houston,+1 832-402-9466,5.0,,https://demos.kinesiscreatives.com/houston-quality-air-duct-cleaning-houston.html
info@powervacamerica.com,Power Vac America,Houston,+1 713-645-4611,4.9,,https://demos.kinesiscreatives.com/houston-power-vac-america.html
loriandtheboys@gmail.com,Johnstone Supply,Houston,+1 713-952-4601,4.1,,https://demos.kinesiscreatives.com/houston-johnstone-supply.html
brucemechanical@yahoo.com,Bruce Mech Air Conditioning and Heating,Spring,+1 713-903-8303,4.7,,https://demos.kinesiscreatives.com/spring-bruce-mech-air-conditioning-and-heating.html
laurie@marcosac.com,Marcos' AC & Heating Services,Houston,+1 713-467-4822,4.8,275.0,https://demos.kinesiscreatives.com/houston-marcos-ac-heating-services.html
sales@airreydfw.com,Air Rey - Houston,Houston,+1 346-477-9744,4.6,911.0,https://demos.kinesiscreatives.com/houston-air-rey-houston.html
info@platinumacandheating.com,Platinum AC & Heating LLC,Houston,+1 832-777-3683,5.0,27.0,https://demos.kinesiscreatives.com/houston-platinum-ac-heating-llc.html
mustafa@gentleair1.com,Gentle Air,Houston,+1 713-900-6060,4.9,30.0,https://demos.kinesiscreatives.com/houston-gentle-air.html
texaseagle2021@gmail.com,"Texas Eagle AC and Heating, LLC",Houston,+1 713-497-1145,5.0,199.0,https://demos.kinesiscreatives.com/houston-texas-eagle-ac-and-heating-llc.html
webmaster@leadsnearby.com,TemperaturePro Katy-Cypress,Houston,+1 281-607-5884,4.9,333.0,https://demos.kinesiscreatives.com/houston-temperaturepro-katy-cypress.html
priorityaconline@gmail.com,Priority AC & Heat,Houston,+1 713-854-2776,5.0,636.0,https://demos.kinesiscreatives.com/houston-priority-ac-heat.html
residentialach@gmail.com,Residential AC & Heating ECi,Houston,+1 832-242-4745,5.0,12.0,https://demos.kinesiscreatives.com/houston-residential-ac-heating-eci.html
info@bayoucityac.com,"Bayou City Aire, LLC",Houston,+1 713-568-9437,4.9,72.0,https://demos.kinesiscreatives.com/houston-bayou-city-aire-llc.html
ajfamilyhandyman@gmail.com,Houston Heating & Air Conditioning,Houston,+1 346-699-2453,4.7,21.0,https://demos.kinesiscreatives.com/houston-houston-heating-air-conditioning.html
aaronsac@comcast.net,Aaron's AC & Heat,Houston,+1 281-699-9233,4.8,30.0,https://demos.kinesiscreatives.com/houston-aarons-ac-heat.html
jackie@txgcac.com,Texas Gulfcoast Air Conditioning,Houston,+1 713-644-1861,4.7,19.0,https://demos.kinesiscreatives.com/houston-texas-gulfcoast-air-conditioning.html
contact@cowboycoolinghvac.com,Cowboy Cooling HVAC,Dallas,+1 817-277-4383,4.9,15.0,https://demos.kinesiscreatives.com/dallas-cowboy-cooling-hvac.html
contact@parkcitieshvac.com,Park Cities HVAC,Dallas,+1 214-476-4421,5.0,11.0,https://demos.kinesiscreatives.com/dallas-park-cities-hvac.html
info@unitedstateshomeservices.com,United States Home Services,Dallas,+1 214-301-5784,5.0,1740.0,https://demos.kinesiscreatives.com/dallas-united-states-home-services.html
m.mashburn@dmsprofessionals.com,Dynamic Mechanical Solutions,Dallas,+1 469-524-3675,4.7,16.0,https://demos.kinesiscreatives.com/dallas-dynamic-mechanical-solutions.html
office@reynoldsheatnair.com,REYNOLDS HEAT N AIR,Dallas,+1 972-725-4105,5.0,10.0,https://demos.kinesiscreatives.com/dallas-reynolds-heat-n-air.html
ameriservpros@gmail.com,American Service Professionals HVAC-R LLC,Irving,+1 972-598-3910,5.0,11.0,https://demos.kinesiscreatives.com/irving-american-service-professionals-hvac-r-llc.html
seye@suburbanheatandair.com,Suburban Heating & Air Conditioning,Dallas,+1 214-381-1127,4.4,23.0,https://demos.kinesiscreatives.com/dallas-suburban-heating-air-conditioning.html
abahnsen@centuryhvac.com,Century HVAC Distributing,Dallas,+1 972-241-7007,4.5,45.0,https://demos.kinesiscreatives.com/dallas-century-hvac-distributing.html
sebastian@aldusleaf.org,Effective Air Services & Contracting LLC,Dallas,+1 469-230-8704,5.0,7.0,https://demos.kinesiscreatives.com/dallas-effective-air-services-contracting-llc.html
rrichardson@towertech.com,"Tower Tech Services, Inc.",Dallas,+1 800-971-0031,4.5,2.0,https://demos.kinesiscreatives.com/dallas-tower-tech-services-inc.html
cwalter@centuryfp.com,Quigley Heating & Air Conditioning of Dallas,Farmers Branch,+1 214-526-8533,4.9,573.0,https://demos.kinesiscreatives.com/farmers-branch-quigley-heating-air-conditioning-of-dallas.html
info@edmillerservco.com,E D Miller Services LLC,Dallas,+1 214-351-6171,3.5,24.0,https://demos.kinesiscreatives.com/dallas-e-d-miller-services-llc.html
gedwards@hydrotempinc.com,Hydrotemp LLC,Dallas,+1 214-630-1984,4.7,19.0,https://demos.kinesiscreatives.com/dallas-hydrotemp-llc.html
ansliger15@gmail.com,Fissco Supply HVAC - Dallas,Dallas,+1 214-357-0835,4.6,10.0,https://demos.kinesiscreatives.com/dallas-fissco-supply-hvac-dallas.html
lwende@insco.com,"Insco Distributing, Inc.",Dallas,+1 214-350-7913,4.5,18.0,https://demos.kinesiscreatives.com/dallas-insco-distributing-inc.html
jadelstein@icdmail.com,Industrial Controls,Dallas,+1 972-671-1996,2.5,2.0,https://demos.kinesiscreatives.com/dallas-industrial-controls.html
info@xpertechhvacrepairandinstallation.com,Xpert tech hvac,Farmers Branch,+1 469-895-5664,5.0,5.0,https://demos.kinesiscreatives.com/farmers-branch-xpert-tech-hvac.html
accounts@tophvac.net,TOP HVAC Service Co.,Carrollton,+1 214-934-6728,4.5,56.0,https://demos.kinesiscreatives.com/carrollton-top-hvac-service-co.html
kgastel@megavolt.com,Standard Supply Distribution Center & Corporate Offices,Dallas,+1 214-630-7800,4.1,47.0,https://demos.kinesiscreatives.com/dallas-standard-supply-distribution-center-corporate-offices.html
tmuth@eliterentals.net,United Rentals - Climate Solutions,Dallas,+1 817-357-4830,4.9,8.0,https://demos.kinesiscreatives.com/dallas-united-rentals-climate-solutions.html
info@uglydogair.com,Ugly Dog Heating & Cooling,Farmers Branch,+1 214-845-9364,5.0,57.0,https://demos.kinesiscreatives.com/farmers-branch-ugly-dog-heating-cooling.html
americanaircustoms@yahoo.com,"American Air Customs, Inc",Irving,+1 972-313-3734,4.9,231.0,https://demos.kinesiscreatives.com/irving-american-air-customs-inc.html
info@allenhvac.net,Allen HVAC Services,Dallas,+1 214-632-7422,,,https://demos.kinesiscreatives.com/dallas-allen-hvac-services.html
marketing@reliantac.com,Reliant Air Conditioning,Irving,+1 817-831-3950,4.7,4226.0,https://demos.kinesiscreatives.com/irving-reliant-air-conditioning.html
pierceandson@pierceac.com,Pierce & Son Air Conditioning,Dallas,+1 214-341-5833,5.0,10.0,https://demos.kinesiscreatives.com/dallas-pierce-son-air-conditioning.html
rose@saspecialties.com,SA Specialties,Dallas,+1 214-951-0440,,,https://demos.kinesiscreatives.com/dallas-sa-specialties.html
service@dallaswaterheaterco.com,dallas-waterheater-co,Dallas,+1 469-207-1493,5.0,2.0,https://demos.kinesiscreatives.com/dallas-dallas-waterheater-co.html
rundelsb@aol.com,Spencer Air Conditioning & Heating,Irving,+1 972-544-6921,4.9,1245.0,https://demos.kinesiscreatives.com/irving-spencer-air-conditioning-heating.html
joe@joeflyco.com,"Joe W. Fly Co., Inc.",Irving,+1 214-634-2200,4.5,25.0,https://demos.kinesiscreatives.com/irving-joe-w-fly-co-inc.html
airkoolhac@att.net,"Air-Kool Heating & Air, LLC",Duncanville,+1 972-296-0550,4.9,59.0,https://demos.kinesiscreatives.com/duncanville-air-kool-heating-air-llc.html
service@interiorcs.com,Interior Climate Solutions,Dallas,+1 469-949-8393,4.0,8.0,https://demos.kinesiscreatives.com/dallas-interior-climate-solutions.html
kirklandheatair@comcast.net,"Kirkland Heating & Air Conditioning, Inc.",Dallas,+1 770-443-2504,5.0,634.0,https://demos.kinesiscreatives.com/dallas-kirkland-heating-air-conditioning-inc.html
jack@benchmarkservice.net,Benchmark Service,Irving,+1 972-790-3900,4.9,58.0,https://demos.kinesiscreatives.com/irving-benchmark-service.html
support@dfwhvac.com,DFW HVAC,Coppell,+1 817-242-6688,5.0,141.0,https://demos.kinesiscreatives.com/coppell-dfw-hvac.html
vickey@denalics.com,"Denali HVAC, Plumbing & Electric",Dallas,+1 214-350-9555,4.5,46.0,https://demos.kinesiscreatives.com/dallas-denali-hvac-plumbing-electric.html
infinityairdfw@verizon.net,Infinity Air Services,Irving,+1 214-995-3100,5.0,12.0,https://demos.kinesiscreatives.com/irving-infinity-air-services.html
oncall@houseproac.com,House Pro Air Conditioning,Houston,+1 281-941-6471,4.7,1397.0,https://demos.kinesiscreatives.com/houston-house-pro-air-conditioning.html
info@jakpost.com,Top Notch AC Repair Houston,Houston,+1 346-637-4055,5.0,28.0,https://demos.kinesiscreatives.com/houston-top-notch-ac-repair-houston.html
enginemen32@yahoo.com,HVAC Blower Motors Houston,Houston,+1 346-326-1718,5.0,1.0,https://demos.kinesiscreatives.com/houston-hvac-blower-motors-houston.html
innar@auraservicepro.com,Aura Service Pro,Houston,+1 832-803-0707,3.6,71.0,https://demos.kinesiscreatives.com/houston-aura-service-pro.html
scantuum@gmail.com,United Mechanical,Dallas,+1 214-341-9300,4.3,49.0,https://demos.kinesiscreatives.com/dallas-united-mechanical.html
luis@airtexasdfw.com,Air Texas AC & Heating Carrollton,Carrollton,+1 214-869-2300,4.9,216.0,https://demos.kinesiscreatives.com/carrollton-air-texas-ac-heating-carrollton.html
drew@barbosamechanical.com,Barbosa Plumbing & Air Conditioning,Dallas,+1 972-846-8513,4.8,541.0,https://demos.kinesiscreatives.com/dallas-barbosa-plumbing-air-conditioning.html
urbanairemechanical@gmail.com,"Prime Urban Aire Mechanical, LLC",Dallas,+1 214-775-9948,3.7,12.0,https://demos.kinesiscreatives.com/dallas-prime-urban-aire-mechanical-llc.html
russ@acprostx.com,AC Pros,Richardson,+1 972-736-8864,4.8,1092.0,https://demos.kinesiscreatives.com/richardson-ac-pros.html
info@highflowheatingacrepair.com,High Flow AC Repair,Dallas,+1 469-972-4754,5.0,7.0,https://demos.kinesiscreatives.com/dallas-high-flow-ac-repair.html
ah01@elevatedsolutionsteamllc.com,Elevated Solutions Team,Dallas,+1 972-850-8544,5.0,6.0,https://demos.kinesiscreatives.com/dallas-elevated-solutions-team.html
info@truficient.com,"Truficient Energy Solutions, LLC",Richardson,+1 214-238-4350,4.9,62.0,https://demos.kinesiscreatives.com/richardson-truficient-energy-solutions-llc.html
office@hvacservicedallas.com,Air Conditioning & Heating Dallas Pros,Dallas,+1 214-833-0536,5.0,14.0,https://demos.kinesiscreatives.com/dallas-air-conditioning-heating-dallas-pros.html
info@ac-experts.com,Tatimeyo AC Service,Dallas,+1 682-424-7197,5.0,16.0,https://demos.kinesiscreatives.com/dallas-tatimeyo-ac-service.html
ac.concierge@legacyairconditioningservices.com,"Legacy Air Services, LLC.",Dallas,+1 972-684-3394,4.5,8.0,https://demos.kinesiscreatives.com/dallas-legacy-air-services-llc.html
mail@teamenoch.com,"Team Enoch: Electric, Plumbing, Air, Roofing",Addison,+1 469-960-3171,4.9,972.0,https://demos.kinesiscreatives.com/addison-team-enoch-electric-plumbing-air-roofing.html
info@ethanairductcleaningdallas.com,Ethan Air Duct Cleaning Dallas,Dallas,+1 945-253-3704,5.0,67.0,https://demos.kinesiscreatives.com/dallas-ethan-air-duct-cleaning-dallas.html
office@greenleafair.com,Green Leaf Air,Richardson,+1 972-992-5006,4.7,172.0,https://demos.kinesiscreatives.com/richardson-green-leaf-air.html
info@airsmhvac.com,"Air Source Mechanical LLC,",Richardson,+1 972-897-8332,5.0,81.0,https://demos.kinesiscreatives.com/richardson-air-source-mechanical-llc.html
dhansford@4lengineering.com,4-L Engineering Co Inc,Richardson,+1 972-276-5088,3.4,17.0,https://demos.kinesiscreatives.com/richardson-4-l-engineering-co-inc.html
robert.harris@harrishvac.org,Harris HVAC,Dallas,+1 469-554-3897,,,https://demos.kinesiscreatives.com/dallas-harris-hvac.html
andycanales@gmail.com,First Co.,Dallas,+1 214-388-5751,3.4,138.0,https://demos.kinesiscreatives.com/dallas-first-co.html
production@texacdfw.com,Tex-AC & Heating,Richardson,+1 469-851-2665,5.0,100.0,https://demos.kinesiscreatives.com/richardson-tex-ac-heating.html
